Date,vix_level,vix_change_5d,spx_realized_vol_21d,vvix_level,credit_spread_high_yield,credit_spread_change_21d,yield_curve_slope_10y_2y,term_structure_ratio_1_0,term_structure_slope_2_1,Panic_Imminent_21d
2006-06-13,23.81,0.3731257208765859,0.1396857075879106,93.2,0.0332,0.1369863013698629,-0.0005,0.8727425451490971,-2.09,1
2006-06-14,21.46,0.2056179775280899,0.1411964697500139,102.11,0.0332,0.1103678929765885,-0.0006,1.0074557315936623,-2.679999999999996,0
2006-06-15,15.9,-0.1335149863760218,0.1629236327752186,99.13,0.0329,0.0858085808580859,-0.0004,1.0125786163522013,0.1400000000000005,0
2006-06-16,17.25,-0.0480132450331126,0.1530498508595422,106.93,0.0326,0.0550161812297733,-0.0003,0.9652173913043476,0.0800000000000018,0
2006-06-19,17.83,-0.1493320610687024,0.1544767146596604,102.56,0.0325,0.0551948051948052,-0.0005,0.9528883903533372,-0.1099999999999994,0
2006-06-20,16.69,-0.2990340193196135,0.1534661201143043,94.76,0.032799999999999996,0.0412698412698413,-0.0004,1.0149790293588976,-0.3200000000000038,0
2006-06-21,15.52,-0.2767940354147251,0.1574215963482084,92.4,0.0334,0.0705128205128204,-0.0004,1.0096649484536082,0.320000000000002,0
2006-06-22,15.88,-0.0012578616352201,0.157749019066225,91.85,0.0332,0.0440251572327043,-0.0003,0.9924433249370276,0.2200000000000006,0
2006-06-23,15.89,-0.0788405797101449,0.1575862268226998,86.81,0.0331,0.0575079872204473,-0.0004,0.9874134675896792,0.0599999999999987,0
2006-06-26,15.62,-0.123948401570387,0.1529974497198902,90.71,0.0334,0.0705128205128204,-0.0002,0.996158770806658,0.0300000000000011,0
2006-06-27,16.4,-0.0173756740563213,0.15362597666631,95.12,0.0336,0.0769230769230768,-0.0003,0.9713414634146345,0.1099999999999976,0
2006-06-28,15.79,0.0173969072164947,0.1459925331157999,96.44,0.0333,0.0741935483870968,-0.0004,1.0107663077897404,0.0300000000000011,0
2006-06-29,13.03,-0.179471032745592,0.1621498379998319,96.63,0.0333,0.0673076923076922,0.0001,1.1005372217958558,0.8699999999999992,0
2006-06-30,13.08,-0.1768407803650095,0.1561411259581502,92.1,0.0335,0.0702875399361022,-0.0001,1.0718654434250765,0.8499999999999996,0
2006-07-03,13.05,-0.1645326504481433,0.1586516715222815,89.13,0.0333,0.0341614906832297,-0.0002,1.0513409961685822,0.910000000000002,0
2006-07-05,14.15,-0.1371951219512194,0.1475962047138533,91.98,0.0327,0.0092592592592593,-0.0001,1.017667844522968,0.6199999999999992,0
2006-07-06,13.65,-0.135528815706143,0.147713525856978,92.88,0.0331,0.0279503105590062,-0.0003,1.0373626373626377,1.08,0
2006-07-07,13.97,0.0721412125863392,0.1480974253225924,91.46,0.0333,0.0214723926380369,-0.0003,1.0279169649248387,1.0300000000000011,0
2006-07-10,14.02,0.0718654434250765,0.1481023061957302,93.52,0.033,0.0091743119266054,-0.0004,1.021398002853067,1.110000000000003,0
2006-07-11,13.14,0.0068965517241379,0.1475459223126702,91.99,0.0333,0.0246153846153847,-0.0007000000000000001,1.0578386605783865,1.3199999999999985,0
2006-07-24,14.98,-0.1963519313304721,0.1518051427346788,99.61,0.0341,0.0302114803625377,-0.0005,1.028704939919893,0.3900000000000005,0
2006-07-25,14.85,-0.1629086809470123,0.1529670505169556,94.97,0.0338,0.0119760479041917,-0.0004,1.0094276094276096,0.3499999999999996,0
2006-07-26,14.62,-0.0598070739549839,0.152344534438641,89.23,0.0338,0.0059523809523809,-0.0002,1.0170998632010944,0.4100000000000019,0
2006-07-27,14.94,-0.0783466995681678,0.1492376032110014,95.29,0.0336,0.0090090090090089,0.0,1.0127175368139223,0.3899999999999988,0
2006-07-28,14.33,-0.1764367816091953,0.153474684478331,93.16,0.034,0.0210210210210208,0.0002,1.019539427773901,0.5500000000000007,0
2006-07-31,14.95,-0.0020026702269693,0.1350557531718101,92.79,0.0345,0.0298507462686568,0.0002,0.9839464882943144,0.6500000000000004,0
2006-08-01,15.05,0.0134680134680136,0.1358140983347452,92.67,0.0344,0.033033033033033,0.0002,1.0006644518272425,0.6800000000000015,0
2006-08-02,14.34,-0.0191518467852256,0.13462090940969,91.34,0.0342,0.0270270270270269,-0.0001,1.0271966527196652,0.7299999999999986,0
2006-08-03,14.46,-0.0321285140562248,0.1320882998591351,89.24,0.0342,0.0458715596330274,-0.0002,1.0096818810511756,0.7099999999999991,0
2006-08-04,14.34,0.0006978367062107,0.1318997297909606,90.68,0.0344,0.0392749244712991,0.0,1.0348675034867505,0.6799999999999997,0
2006-08-07,15.23,0.0187290969899667,0.1299613866166802,89.58,0.0342,0.0270270270270269,-0.0003,0.9868680236375575,0.5799999999999983,0
2006-08-08,15.23,0.0119601328903653,0.1305323983272431,88.09,0.0341,0.0333333333333334,0.0002,0.9835850295469468,0.5799999999999983,0
2006-08-16,12.41,-0.1835526315789473,0.1236935367952003,57.01,0.0342,0.0148367952522254,0.0,1.1434327155519743,1.4199999999999982,0
2006-08-21,12.22,-0.1430575035063113,0.0996541223061549,80.68,0.034300000000000004,0.0058651026392961,-0.0003,1.120294599018003,1.7699999999999978,0
2006-08-22,12.19,-0.0916542473919523,0.0849261653037651,78.75,0.034300000000000004,0.0058651026392961,-0.0005,1.1156685808039375,1.5699999999999985,0
2006-08-23,12.4,-0.0008058017727639,0.0853296021759169,81.15,0.034300000000000004,0.0147928994082842,-0.0005,1.1233870967741937,1.25,0
2006-08-24,12.4,0.0130718954248365,0.0853437277169856,79.7,0.034300000000000004,0.0147928994082842,-0.0007000000000000001,1.117741935483871,0.9700000000000024,0
2006-08-25,12.31,0.0575601374570446,0.0835717491913541,81.94,0.0344,0.0238095238095237,-0.0007000000000000001,1.0999187652315192,1.0699999999999985,0
2006-08-28,12.18,-0.0032733224222586,0.0752260945858035,79.47,0.0341,0.0029411764705882,-0.0008,1.092775041050903,1.16,0
2006-08-29,12.28,0.007383100902379,0.0748159422339296,81.8,0.0341,-0.0115942028985507,-0.0008,1.1042345276872965,0.9300000000000016,0
2006-08-30,12.22,-0.014516129032258,0.0722072059213467,80.77,0.0342,-0.0058139534883721,-0.0007000000000000001,1.1014729950900162,0.9500000000000012,0
2006-08-31,12.31,-0.0072580645161289,0.0702615713421903,79.84,0.0349,0.02046783625731,-0.0005,1.074735987002437,0.9899999999999984,0
2006-09-01,11.96,-0.0284321689683184,0.0720211103977839,77.19,0.0349,0.02046783625731,-0.0004,1.0827759197324414,0.990000000000002,0
2006-09-05,12.63,0.0369458128078818,0.0717288727449242,80.18,0.034300000000000004,0.0029239766081872,-0.0002,1.028503562945368,1.0699999999999985,0
2006-09-06,13.74,0.1188925081433225,0.0805224092519292,82.96,0.034,-0.0029325513196482,-0.0002,0.9963609898107716,0.8399999999999999,0
2006-09-07,13.88,0.1358428805237315,0.0816342392032677,86.18,0.0341,0.0,-0.0002,0.9963976945244958,0.8699999999999974,0
2006-09-08,13.16,0.0690495532087733,0.0799587766543679,83.7,0.0342,0.0,-0.0002,1.0395136778115504,0.9499999999999992,0
2006-09-11,12.99,0.0861204013377925,0.0790253840932013,85.78,0.0339,0.0,-0.0003,1.0469591993841416,1.1400000000000006,0
2006-09-12,11.92,-0.056215360253365,0.0831100237965549,80.99,0.034,0.0119047619047618,-0.0004,1.054530201342282,1.4999999999999982,0
2006-09-13,11.18,-0.1863173216885008,0.0833829778324424,81.55,0.0338,-0.0029498525073746,-0.0003,1.0930232558139537,1.6399999999999988,0
2006-09-14,11.55,-0.1678674351585014,0.0721272760752641,81.93,0.0335,-0.0204678362573098,-0.0004,1.0649350649350648,1.7800000000000011,0
2006-09-15,11.76,-0.1063829787234043,0.0684567325569771,59.52,0.0333,-0.0147928994082839,-0.0007000000000000001,1.028061224489796,1.9600000000000009,0
2006-09-18,11.78,-0.0931485758275597,0.0684121856022369,80.97,0.0333,-0.0234604105571847,-0.0007000000000000001,1.0084889643463495,2.039999999999999,0
2006-09-19,11.98,0.0050335570469799,0.0683636643518181,81.77,0.034,-0.0087463556851312,-0.0005,0.986644407345576,2.039999999999999,0
2006-09-20,11.39,0.018783542039356,0.0683098343436403,80.83,0.0339,-0.0116618075801749,-0.0008,1.19315188762072,1.0700000000000005,0
2006-09-21,12.25,0.0606060606060605,0.0718332457187755,85.95,0.0348,0.0145772594752187,-0.0006,1.1395918367346938,1.0300000000000011,0
2006-09-22,12.59,0.0705782312925169,0.0703104866001832,85.74,0.0353,0.0291545189504371,-0.0007000000000000001,1.1111993645750595,1.16,0
2006-09-25,12.12,0.028862478777589,0.0754333147644791,82.01,0.0355,0.0319767441860465,-0.0007000000000000001,1.113861386138614,1.3099999999999987,0
2006-09-26,11.53,-0.0375626043405676,0.0782336762883969,81.59,0.035,0.0263929618768328,-0.0009,1.1465741543798786,1.2700000000000014,0
2006-09-27,11.58,0.0166812993854257,0.0771912319854377,81.08,0.0346,0.0146627565982404,-0.0006,1.140759930915371,1.4800000000000022,0
2006-09-28,11.72,-0.0432653061224489,0.0771906812279924,84.74,0.0344,0.0058479532163742,-0.0005,1.1245733788395904,1.4499999999999993,0
2006-09-29,11.98,-0.0484511517077045,0.0781623113337905,84.31,0.0342,-0.0200573065902579,-0.0007000000000000001,1.093489148580968,1.5300000000000011,0
2006-10-02,12.57,0.0371287128712871,0.0795943454652703,85.46,0.0344,-0.0143266475644699,-0.0004,1.0636435958631665,1.4600000000000026,0
2006-10-03,12.24,0.0615784908933219,0.0780241012224097,86.57,0.034300000000000004,0.0,-0.0005,1.102124183006536,1.209999999999999,0
2006-10-04,11.86,0.0241796200345423,0.0871032817717211,82.5,0.0345,0.0147058823529413,-0.0003,1.072512647554806,1.33,0
2006-10-05,11.98,0.0221843003412969,0.0768771677910172,87.5,0.0339,-0.0058651026392961,-0.0004,1.0500834724540902,1.3699999999999992,0
2006-10-06,11.56,-0.035058430717863,0.0748719691824709,85.63,0.0331,-0.0321637426900583,-0.0004,1.079584775086505,1.5,0
2006-10-10,11.52,-0.0588235294117647,0.0745233353032806,83.62,0.0327,-0.038235294117647,-0.0007000000000000001,1.0173611111111112,1.7200000000000006,0
2006-10-11,11.62,-0.0202360876897133,0.0693393298754707,88.4,0.0323,-0.044378698224852,-0.0007000000000000001,1.0000000000000002,1.6199999999999992,0
2006-10-12,11.09,-0.0742904841402337,0.0745333715862118,86.87,0.0322,-0.0388059701492536,-0.0006,1.024346257889991,1.59,0
2006-10-13,10.75,-0.0700692041522491,0.0737650721170266,86.61,0.0319,-0.042042042042042,-0.0006,1.04,1.5999999999999996,0
2006-10-16,11.09,-0.0505136986301369,0.073733134646596,82.29,0.0318,-0.045045045045045,-0.0006,0.957619477006312,1.8899999999999988,0
2006-10-17,11.73,0.0182291666666667,0.0760529554640578,66.99,0.0319,-0.0617647058823529,-0.0005,0.957374254049446,1.42,0
2006-10-18,11.34,-0.0240963855421686,0.0748633400242471,79.1,0.0318,-0.0619469026548672,-0.0008,1.1102292768959436,1.0,0
2006-10-19,10.9,-0.0171325518485121,0.0738185833293861,77.71,0.0317,-0.0890804597701149,-0.0006,1.1486238532110091,0.9600000000000009,0
2006-10-20,10.63,-0.0111627906976743,0.0694702301945706,78.6,0.0317,-0.1019830028328612,-0.0008,1.1552210724365004,1.0100000000000016,0
2006-10-23,11.08,-0.0009017132551848,0.0692117051291225,84.73,0.031400000000000004,-0.1154929577464788,-0.0007000000000000001,1.078519855595668,1.2100000000000009,0
2006-10-24,10.78,-0.0809889173060529,0.0651895961769602,87.39,0.0315,-0.0999999999999999,-0.0008,1.0927643784786645,1.0500000000000025,0
2006-10-25,10.66,-0.0599647266313932,0.0622003022213476,85.9,0.0319,-0.0780346820809249,-0.001,1.077861163227017,1.0299999999999994,0
2006-10-26,10.56,-0.0311926605504586,0.06301333755414,81.6,0.0321,-0.066860465116279,-0.0008,1.065340909090909,0.9599999999999992,0
2006-10-27,10.8,0.0159924741298211,0.0724437872672012,82.71,0.0323,-0.0555555555555555,-0.0008,1.047222222222222,0.9500000000000012,0
2006-10-30,11.2,0.0108303249097472,0.0712107826466591,80.16,0.0321,-0.066860465116279,-0.001,1.0133928571428572,0.9500000000000012,0
2006-10-31,11.1,0.0296846011131726,0.0692238639867013,76.4,0.0329,-0.0436046511627906,-0.001,1.0189189189189187,0.8500000000000014,0
2006-11-01,11.51,0.0797373358348967,0.0758954848855404,78.89,0.033,-0.0379008746355685,-0.0009,1.003475238922676,0.879999999999999,0
2006-11-02,11.42,0.0814393939393938,0.0649954545584567,77.08,0.032400000000000005,-0.0608695652173912,-0.0007000000000000001,1.020140105078809,0.8399999999999999,0
2006-11-03,11.16,0.0333333333333332,0.0654226243504284,75.19,0.031200000000000002,-0.079646017699115,-0.001,1.0304659498207884,0.9499999999999992,0
2006-11-06,11.16,-0.0035714285714284,0.074422349899302,70.46,0.0313,-0.054380664652568,-0.0011,0.9964157706093192,0.8999999999999986,0
2006-11-07,11.09,-0.0009009009009008,0.0745229417615497,67.5,0.031400000000000004,-0.0513595166163142,-0.0011,1.0081154192966637,0.870000000000001,0
2006-11-08,10.75,-0.0660295395308426,0.0745291545480122,62.08,0.0315,-0.036697247706422,-0.0011,1.015813953488372,0.9299999999999996,0
2006-11-09,11.01,-0.0359019264448335,0.0768496750408757,60.42,0.0313,-0.0309597523219814,-0.0013,0.9981834695731154,0.8800000000000008,0
2006-11-10,10.79,-0.0331541218637994,0.0704914548190384,61.06,0.0315,-0.0217391304347827,-0.0014000000000000002,1.0185356811862838,0.9900000000000002,0
2006-11-13,10.86,-0.0268817204301076,0.0706395351527188,36.14,0.031200000000000002,-0.0219435736677116,-0.0015,0.9751381215469612,1.3800000000000008,0
2006-11-14,10.5,-0.0532010820559062,0.073109094353204,60.77,0.0313,-0.0157232704402516,-0.0017000000000000001,0.9761904761904762,1.4700000000000006,0
2006-11-15,10.31,-0.0409302325581394,0.0714116464860618,58.58,0.0305,-0.0438871473354232,-0.0019,1.1270611057225994,0.7299999999999986,0
2006-11-16,10.16,-0.0772025431425975,0.0715201397567227,62.48,0.029900000000000003,-0.0597484276729559,-0.0019,1.139763779527559,0.7100000000000009,0
2006-11-17,10.05,-0.0685820203892492,0.0715049423325269,64.3,0.030600000000000002,-0.0347003154574132,-0.0015,1.1611940298507462,0.6500000000000004,0
2006-11-20,9.97,-0.0819521178637199,0.0717404217208075,65.98,0.030699999999999998,-0.0315457413249211,-0.0016,1.1464393179538614,0.9299999999999996,0
2006-11-21,9.9,-0.0571428571428571,0.0694179975243419,65.3,0.0313,-0.0031847133757962,-0.0017000000000000001,1.1616161616161615,0.9800000000000004,0
2006-11-22,10.14,-0.0164888457807953,0.0695554315773178,63.62,0.031400000000000004,-0.003174603174603,-0.0017000000000000001,1.1449704142011834,0.9800000000000004,0
2006-11-24,10.73,0.0561023622047245,0.0707005290595628,66.48,0.0315,-0.0186915887850467,-0.0018,1.091332712022367,1.1300000000000008,0
2006-11-27,12.3,0.2238805970149253,0.0845232798732856,71.6,0.0317,-0.0185758513931888,-0.0017000000000000001,1.0130081300813008,0.9300000000000016,0
2006-11-28,11.62,0.165496489468405,0.0798606872655392,66.56,0.0322,0.0031152647975078,-0.0016,1.032702237521515,0.9599999999999992,0
2006-11-29,10.83,0.0939393939393939,0.0855316267111183,60.3,0.0315,-0.0425531914893617,-0.0017000000000000001,1.0581717451523545,1.120000000000001,0
2006-11-30,10.91,0.0759368836291913,0.0854903561753364,61.39,0.032,-0.0303030303030301,-0.0016,1.0421631530705775,1.1499999999999986,0
2006-12-01,11.66,0.0866728797763281,0.0813591516229098,62.33,0.0321,-0.0092592592592593,-0.0009,0.9991423670668954,1.09,0
2006-12-04,11.23,-0.0869918699186992,0.0855718387222837,62.11,0.032,0.0256410256410257,-0.0009,1.0231522707034728,1.0099999999999998,0
2006-12-05,11.27,-0.0301204819277107,0.0849310758180083,65.87,0.031400000000000004,0.0031948881789138,-0.0007000000000000001,1.0221827861579411,1.0300000000000011,0
2006-12-06,11.33,0.0461680517082179,0.0780062904096635,66.49,0.030699999999999998,-0.0222929936305733,-0.0011,1.019417475728155,1.1400000000000006,0
2006-12-07,12.67,0.1613198900091659,0.0798490123142589,68.65,0.0305,-0.0317460317460317,-0.0009,0.947119179163378,0.7699999999999996,0
2006-12-08,12.07,0.0351629502572898,0.0798013699076452,71.34,0.03,-0.0415335463258785,-0.0012,0.992543496271748,0.8299999999999983,0
2006-12-11,10.71,-0.0463045414069456,0.07668304024844,72.84,0.0302,-0.0412698412698412,-0.0015,1.0672268907563025,1.17,0
2006-12-12,10.65,-0.0550133096716947,0.0770207104424307,74.78,0.030600000000000002,-0.0192307692307692,-0.0012,1.0497652582159624,1.33,0
2006-12-13,10.18,-0.1015004413062665,0.0768302441646787,79.06,0.03,-0.0415335463258785,-0.0012,1.0353634577603144,1.8899999999999988,0
2006-12-14,9.97,-0.2131018153117599,0.0792450385658047,82.57,0.03,-0.0163934426229507,-0.0013,1.0401203610832497,2.1599999999999984,0
2006-12-15,10.05,-0.1673570836785418,0.0791020995956957,84.63,0.0298,-0.0033444816053512,-0.0013,1.0388059701492538,2.269999999999998,0
2006-12-18,10.6,-0.0102707749766574,0.0803014498042199,84.26,0.029900000000000003,-0.0228758169934639,-0.0011,0.9962264150943396,2.1800000000000015,0
2006-12-19,10.3,-0.0328638497652581,0.0804426088617048,78.91,0.0298,-0.029315960912052,-0.0011,1.0262135922330096,1.8200000000000005,0
2006-12-20,10.26,0.0078585461689586,0.0806949923869425,84.68,0.0297,-0.0511182108626196,-0.0011,1.2037037037037035,1.040000000000001,0
2006-12-21,10.53,0.0561685055165495,0.0820696115283632,83.94,0.029900000000000003,-0.0477707006369426,-0.0011,1.1813865147198483,1.0599999999999987,0
2006-12-22,11.36,0.1303482587064675,0.0842048980371222,83.41,0.029300000000000003,-0.0668789808917197,-0.0008,1.1109154929577467,1.0600000000000005,0
2006-12-26,11.26,0.0622641509433963,0.0841950847376321,85.28,0.029300000000000003,-0.0757097791798107,-0.001,1.0896980461811725,1.1300000000000008,0
2006-12-27,10.64,0.033009708737864,0.0693189717863412,83.01,0.0287,-0.108695652173913,-0.0011,1.1231203007518795,1.1300000000000026,0
2006-12-28,10.99,0.0711500974658869,0.069683110424955,88.72,0.028300000000000002,-0.1015873015873015,-0.0012,1.100090991810737,1.0299999999999994,0
2006-12-29,11.56,0.0978157644824313,0.0662428389935875,88.16,0.0282,-0.1187500000000001,-0.0011,1.0640138408304498,0.8099999999999987,0
2007-01-03,12.04,0.0598591549295774,0.066540804378551,87.63,0.0291,-0.0521172638436481,-0.0009,1.0215946843853825,0.8099999999999987,0
2007-01-04,11.51,0.0222024866785079,0.0654455228792256,88.19,0.029500000000000002,-0.0327868852459015,-0.0009,1.052128583840139,1.0500000000000007,0
2007-01-05,12.14,0.1409774436090225,0.0625147079722206,90.17,0.029300000000000003,-0.0233333333333333,-0.0011,1.0197693574958813,1.1000000000000014,0
2007-01-08,12.0,0.0919017288444039,0.0613841851400149,92.04,0.0292,-0.033112582781457,-0.0012,1.0208333333333333,1.0800000000000018,0
2007-01-09,11.91,0.0302768166089966,0.0612412875076995,92.76,0.028900000000000002,-0.0555555555555555,-0.0013,1.0361041141897565,0.8699999999999992,0
2007-01-10,11.47,-0.0473421926910297,0.0598445709891862,93.78,0.0287,-0.0433333333333333,-0.0012,1.037489102005231,1.2599999999999998,0
2007-01-11,10.87,-0.0556038227628149,0.0632624618183066,85.97,0.0282,-0.06,-0.0012,1.0101195952161914,1.299999999999999,0
2007-01-12,10.15,-0.1639209225700164,0.0647939096013334,85.18,0.027999999999999997,-0.0604026845637584,-0.0011,1.0502463054187192,1.42,0
2007-01-16,10.74,-0.1049999999999999,0.0645205079160581,85.3,0.0278,-0.0671140939597315,-0.0011,0.9860335195530726,1.3100000000000005,0
2007-01-17,10.59,-0.1108312342569269,0.0647196642111715,84.93,0.027200000000000002,-0.0841750841750841,-0.0012,1.1246458923512748,0.9900000000000002,0
2007-01-18,10.85,-0.0540540540540541,0.0587086930952875,83.66,0.0273,-0.0869565217391304,-0.0014000000000000002,1.111520737327189,0.8400000000000016,0
2007-01-19,10.4,-0.0432382704691811,0.0594390030637517,82.49,0.027000000000000003,-0.0784982935153583,-0.0015,1.1240384615384615,1.089999999999998,0
2007-01-22,10.77,0.0610837438423643,0.0612966946817603,84.43,0.0269,-0.0819112627986349,-0.0015,1.1002785515320337,1.0300000000000011,0
2007-01-23,10.34,-0.037243947858473,0.0620849910222406,81.48,0.0265,-0.0955631399317407,-0.0013,1.1092843326885882,1.1099999999999994,0
2007-01-24,9.89,-0.0661000944287062,0.0682150883003069,77.51,0.0263,-0.083623693379791,-0.0012,1.1445904954499495,1.1899999999999995,0
2007-01-25,11.22,0.0341013824884792,0.0785650112601233,80.45,0.025699999999999997,-0.0918727915194347,-0.0011,1.0543672014260248,0.9499999999999992,0
2007-01-26,11.13,0.0701923076923076,0.0761785938489607,81.36,0.0259,-0.0815602836879432,-0.0011,1.067385444743935,0.9000000000000004,0
2007-01-29,11.45,0.0631383472609099,0.0749372665777073,81.68,0.0258,-0.1072664359861591,-0.0009,1.0314410480349343,1.0,0
2007-01-30,10.96,0.0599613152804643,0.0736218212049098,78.9,0.0262,-0.0934256055363321,-0.001,1.0583941605839415,1.040000000000001,0
2007-01-31,10.42,0.0535894843276034,0.0767096276409956,77.28,0.027200000000000002,-0.0652920962199312,-0.0011,1.1046065259117082,0.8399999999999999,0
2007-02-01,10.31,-0.0811051693404634,0.0762608921688085,73.5,0.026600000000000002,-0.0859106529209622,-0.0012,1.0940834141610083,0.9900000000000002,0
2007-02-02,10.08,-0.0943396226415095,0.0759059004904285,72.44,0.026699999999999998,-0.0949152542372882,-0.0011,1.111111111111111,1.040000000000001,0
2007-02-05,10.55,-0.0786026200873361,0.0762237410196517,70.29,0.026699999999999998,-0.0887372013651878,-0.0011,1.0578199052132702,1.1199999999999992,0
2007-02-06,10.65,-0.0282846715328467,0.0718045986760954,68.55,0.026699999999999998,-0.0856164383561643,-0.0013,1.047887323943662,0.8699999999999992,0
2007-02-07,10.32,-0.0095969289827254,0.0717251333143098,70.32,0.0265,-0.0830449826989619,-0.0013,1.0610465116279069,0.9400000000000012,0
2007-02-08,10.44,0.0126091173617846,0.0719658291816264,73.18,0.0265,-0.0766550522648084,-0.0014000000000000002,1.0545977011494254,0.9600000000000009,0
2007-02-09,11.1,0.101190476190476,0.0774138010471932,74.39,0.0259,-0.0815602836879432,-0.0013,1.0117117117117118,0.9699999999999988,0
2007-02-12,11.61,0.100473933649289,0.0758692343606387,79.12,0.0259,-0.0749999999999999,-0.0014000000000000002,0.9784668389319552,1.0600000000000005,0
2007-02-13,10.34,-0.0291079812206572,0.0784619103849602,75.72,0.0258,-0.075268817204301,-0.0013,1.0087040618955512,1.5600000000000005,0
2007-02-14,10.23,-0.0087209302325581,0.0823043155482068,74.0,0.0262,-0.0575539568345322,-0.0013,1.136852394916911,1.1700000000000017,0
2007-02-15,10.22,-0.0210727969348657,0.0820832938389157,70.34,0.0259,-0.0477941176470589,-0.0013,1.13013698630137,1.0599999999999987,0
2007-02-16,10.02,-0.0972972972972973,0.0811620984786711,70.74,0.025699999999999997,-0.0586080586080586,-0.0014000000000000002,1.153692614770459,1.0200000000000014,0
2007-02-20,10.24,-0.1180017226528853,0.081147027231607,65.87,0.025699999999999997,-0.0446096654275093,-0.0013,1.1103515625,0.9399999999999976,0
2007-02-21,10.2,-0.0135396518375242,0.0784451528894792,67.37,0.0253,-0.0452830188679245,-0.0013,1.1019607843137256,1.0199999999999996,0
2007-02-22,10.18,-0.0048875855327469,0.078235391787823,66.05,0.024900000000000002,-0.053231939163498,-0.0014000000000000002,1.0952848722986248,1.0599999999999987,0
2007-02-23,10.58,0.0352250489236789,0.074671192886494,70.71,0.0255,-0.0077821011673151,-0.0014000000000000002,1.0954631379962192,1.0,0
