date,VIX Change 5D
1996-07-25,0.0814277746793084
1996-07-26,0.011008111239860785
1996-07-29,-0.015678588926996584
1996-07-30,-0.04733178654292336
1996-07-31,-0.09235074626865669
1996-08-01,-0.032490974729241784
1996-08-02,-0.0722063037249282
1996-08-05,-0.13588850174216027
1996-08-06,-0.1753531417437897
1996-08-07,-0.16546762589928066
1996-08-08,-0.14498933901918987
1996-08-09,-0.025941939468807962
1996-08-12,-0.10311059907834097
1996-08-13,-0.03071470761961015
1996-08-14,-0.01724137931034464
1996-08-15,-0.03615960099750615
1996-08-16,-0.060875079264426035
1996-08-19,-0.019267822736030893
1996-08-20,-0.10237659963436929
1996-08-21,-0.09022556390977454
1996-08-22,-0.11319534282018107
1996-08-23,-0.042538825118163426
1996-08-26,0.007203667321545648
1996-08-27,0.025797691785471866
1996-08-28,0.03994490358126712
1996-08-29,0.18307804522246518
1996-08-30,0.19957686882933734
1996-09-03,0.20091027308192455
1996-09-04,0.23362011912640646
1996-09-05,0.3582781456953643
1996-09-06,0.054254007398273796
1996-09-09,-0.038212815990593896
1996-09-10,-0.12019491066594468
1996-09-11,-0.13841201716738205
1996-09-12,-0.2213554363725012
1996-09-13,-0.11111111111111127
1996-09-16,-0.05684596577017109
1996-09-17,-0.031384615384615344
1996-09-18,-0.01245330012453294
1996-09-19,0.0037570444583594487
1996-09-20,0.029605263157894912
1996-09-23,0.06675307841866496
1996-09-24,0.04510800508259205
1996-09-25,0.022698612862547263
1996-09-26,0.004990642545227519
1996-09-27,0.028753993610223683
1996-09-30,0.029769137302551485
1996-10-01,0.03647416413373872
1996-10-02,0.034525277435265345
1996-10-03,0.040968342644320366
1996-10-04,-0.08074534161490687
1996-10-07,-0.10855457227138643
1996-10-08,-0.08621700879765404
1996-10-09,-0.04112038140643626
1996-10-10,-0.030411449016100045
1996-10-11,0.018243243243243112
1996-10-14,0.001323626737260275
1996-10-15,0.016046213093709794
1996-10-16,-0.03045369794903663
1996-10-17,-0.05227552275522762
1996-10-18,0.0006635700066357497
1996-10-21,0.05617977528089879
1996-10-22,0.036007580543272244
1996-10-23,0.054487179487179516
1996-10-24,0.09604153147306937
1996-10-25,0.14655172413793105
1996-10-28,0.14768460575719655
1996-10-29,0.11463414634146352
1996-10-30,0.123404255319149
1996-10-31,0.07223208999407937
1996-11-01,0.03470213996529803
1996-11-04,-0.016357688113413316
1996-11-05,-0.03446389496717739
1996-11-06,-0.08170995670995684
1996-11-07,-0.049696300386526726
1996-11-08,-0.11794298490776978
1996-11-11,-0.16796008869179602
1996-11-12,-0.12974504249291785
1996-11-13,-0.1225692398350029
1996-11-14,-0.19872167344567127
1996-11-15,-0.08998732572877055
1996-11-18,0.007328447701532292
1996-11-19,-0.00846354166666663
1996-11-20,0.07051712558764267
1996-11-21,0.14358230601885436
1996-11-22,0.03899721448467974
1996-11-25,0.05224867724867721
1996-11-26,0.11424819435325007
1996-11-27,0.0639899623588458
1996-11-29,0.08687381103360825
1996-12-02,0.20174262734584447
1996-12-03,0.17410433689503457
1996-12-04,0.05657041838538612
1996-12-05,0.06957547169811318
1996-12-06,0.09801633605600935
1996-12-09,-0.010039040713887282
1996-12-10,-0.04282655246252676
1996-12-11,0.09760178471834924
1996-12-12,0.12734288864388077
1996-12-13,0.12061636556854416
1996-12-16,0.23887323943661953
1996-12-17,0.1616331096196868
1996-12-18,-0.013211382113821002
1996-12-19,-0.08215158924205379
1996-12-20,-0.10621147463252723
1996-12-23,-0.11323328785811726
1996-12-24,-0.1006259027443428
1996-12-26,-0.04273944387229667
1996-12-27,0.01917954182205639
1996-12-30,0.035013262599469464
1996-12-31,0.07282051282051283
1997-01-02,0.1316916488222699
1997-01-03,0.029047875201721363
1997-01-06,0.03972817564035558
1997-01-07,-0.008200922603792904
1997-01-08,-0.03250478011472291
1997-01-09,-0.010879848628193023
1997-01-10,0.026136957658128512
1997-01-13,-0.002513826043237799
1997-01-14,-0.0041343669250647475
1997-01-15,-0.04150197628458496
1997-01-16,-0.06217120994739367
1997-01-17,-0.05094243504839535
1997-01-20,-0.06249999999999989
1997-01-21,-0.07576543850544892
1997-01-22,-0.11907216494845352
1997-01-23,-0.0581336053034166
1997-01-24,0.037573805689747664
1997-01-27,0.08387096774193536
1997-01-28,0.1645143177989894
1997-01-29,0.18373317729666483
1997-01-30,0.05414185165132657
1997-02-03,0.012933264355923457
1997-02-04,-0.03621031746031744
1997-02-05,0.015429122468659573
1997-02-06,-0.0034602076124568004
1997-02-07,-0.02927580893682591
1997-02-10,0.05464759959141974
1997-02-11,0.02779207411219753
1997-02-12,-0.07502374169040826
1997-02-13,-0.04613095238095233
1997-02-14,0.014814814814814836
1997-02-18,-0.04600484261501203
1997-02-19,0.032048072108162184
1997-02-20,0.09907597535934287
1997-02-21,0.06864274570982842
1997-02-24,0.0344108446298228
1997-02-25,0.04010152284263957
1997-02-26,0.006307617661329479
1997-02-27,-0.015413358243811404
1997-02-28,0.02676399026763998
1997-03-03,0.052923387096774244
1997-03-04,0.006344558321132343
1997-03-05,-0.060270009643201505
1997-03-06,-0.028462998102466663
1997-03-07,-0.08436018957345981
1997-03-10,-0.09047391096218294
1997-03-11,-0.06644034917555774
1997-03-12,0.0061570035915854415
1997-03-13,-0.03369140625000011
1997-03-14,0.0253623188405796
1997-03-17,0.10263157894736841
1997-03-18,0.10441558441558452
1997-03-19,0.10861805201427832
1997-03-20,0.07225871652349669
1997-03-21,-0.006057546693588933
1997-03-24,-0.0424821002386635
1997-03-25,-0.0940733772342427
1997-03-26,-0.1573137074517018
1997-03-27,-0.03393025447690856
1997-03-31,0.1244286439817166
1997-04-01,0.038883349950149526
1997-04-02,0.10591900311526481
1997-04-03,0.15665938864628837
1997-04-04,-0.061951219512195066
1997-04-07,-0.1639566395663956
1997-04-08,-0.11516314779270631
1997-04-09,-0.12863849765258228
1997-04-10,-0.10287871637564883
1997-04-11,0.027561102444097818
1997-04-14,0.03133441383036195
1997-04-15,-0.010303687635574876
1997-04-16,-0.049568965517241326
1997-04-17,-0.015781167806417695
1997-04-18,-0.05111336032388669
1997-04-21,0.0529072812991096
1997-04-22,0.06958904109589037
1997-04-23,0.16099773242630389
1997-04-24,0.11330839123463377
1997-04-25,0.1279999999999999
1997-04-28,0.06169154228855711
1997-04-29,0.014856557377049162
1997-04-30,-0.02050781250000011
1997-05-01,-0.04608737397983664
1997-05-02,-0.17210401891252947
1997-05-05,-0.05670103092783507
1997-05-06,0.05249873801110572
1997-05-07,0.06380857427716857
1997-05-08,0.069954705586311
1997-05-09,0.1484865790976584
1997-05-12,0.005961251862891315
1997-05-13,-0.0019184652278179115
1997-05-14,-0.011715089034676662
1997-05-15,-0.0634995296331139
1997-05-16,0.07260069617105924
1997-05-19,0.06074074074074076
1997-05-20,-0.0744834214320037
1997-05-21,-0.08582266477003309
1997-05-22,-0.057257659467604194
1997-05-23,-0.1617987946221605
1997-05-27,-0.09869646182495351
1997-05-28,0.0010384215991692258
1997-05-29,-0.0134854771784233
1997-05-30,0.02237613212573275
1997-06-02,0.1532079646017701
1997-06-03,0.033574380165289464
1997-06-04,0.04253112033195028
1997-06-05,0.07045215562565721
1997-06-06,-0.013027618551328835
1997-06-09,-0.06666666666666665
1997-06-10,-0.04847576211894067
1997-06-11,-0.062189054726368154
1997-06-12,-0.0908644400785854
1997-06-13,0.01742344244984162
1997-06-16,0.015930113052415207
1997-06-17,0.05934873949579855
1997-06-18,0.08488063660477452
1997-06-19,0.0858995137763372
1997-06-20,0.0482615464452516
1997-06-23,0.07182599898836628
1997-06-24,0.02825979176995519
1997-06-25,0.05134474327628369
1997-06-26,0.08557213930348251
1997-06-27,0.05049504950495054
1997-06-30,0.016045304388862647
1997-07-01,0.012536162005786
1997-07-02,-0.08372093023255822
1997-07-03,-0.1833180568285976
1997-07-07,-0.09849198868991516
1997-07-08,-0.12865768694844404
1997-07-09,-0.028571428571428692
1997-07-10,0.01116751269035543
1997-07-11,0.06958473625140282
1997-07-14,0.023523261892315794
1997-07-15,0.012793176972281328
1997-07-16,-0.050980392156862675
1997-07-17,0.031124497991967814
1997-07-18,0.16894018887722995
1997-07-21,0.20071501532175717
1997-07-22,0.14578947368421047
1997-07-23,0.10020661157024802
1997-07-24,0.020447906523856085
1997-07-25,-0.06552962298025133
1997-07-28,-0.0710336027222459
1997-07-29,0.011483693155718955
1997-07-30,0.004225352112676051
1997-07-31,0.024809160305343525
1997-08-01,0.07060518731988474
1997-08-04,0.0045787545787545625
1997-08-05,-0.06267029972752036
1997-08-06,-0.06264609630668538
1997-08-07,-0.07960893854748607
1997-08-08,0.007626738447734427
1997-08-11,0.03783044667274371
1997-08-12,0.15067829457364335
1997-08-13,0.22294264339152114
1997-08-14,0.16894284269094584
1997-08-15,0.08860195903829027
1997-08-18,0.07026789635485287
1997-08-19,-0.04673684210526319
1997-08-20,-0.1398858075040783
1997-08-21,0.031155344006923436
1997-08-22,0.011860940695296529
1997-08-25,-0.01107919573245797
1997-08-26,0.09231448763250882
1997-08-27,0.15030820293978198
1997-08-28,0.028535459504825944
1997-08-29,0.0008084074373484462
1997-09-02,0.01784232365145222
1997-09-03,0.008896077638495647
1997-09-04,0.04163231657048638
1997-09-05,-0.008159934720522344
1997-09-08,-0.014539579967689953
1997-09-09,-0.026090501426824342
1997-09-10,-0.012424849699398721
1997-09-11,0.028492283339928814
1997-09-12,0.035376388317564844
1997-09-15,0.05491803278688523
1997-09-16,-0.005023022185014714
1997-09-17,-0.021915584415584388
1997-09-18,-0.09657560600230852
1997-09-19,-0.09654350417163304
1997-09-22,-0.14219114219114215
1997-09-23,-0.07446360959192255
1997-09-24,-0.060580912863070546
1997-09-25,-0.022146507666098825
1997-09-26,-0.02110817941952492
1997-09-29,0.006793478260869623
1997-09-30,0.04136363636363627
1997-10-01,-0.014134275618374548
1997-10-02,-0.030052264808362428
1997-10-03,-0.03234501347708907
1997-10-06,-0.027890238416554247
1997-10-07,-0.11436054124836326
1997-10-08,-0.057347670250896154
1997-10-09,0.0017961383026492417
1997-10-10,-0.08310120705663882
1997-10-13,-0.06247107820453479
1997-10-14,-0.014785608674223738
1997-10-15,-0.04705323193916344
1997-10-16,-0.07978484984311962
1997-10-17,0.09822784810126595
1997-10-20,0.02270483711747273
1997-10-21,-0.02301150575287636
1997-10-22,-0.009476309226932766
1997-10-23,0.119824646858256
1997-10-24,0.06823420931304747
1997-10-27,0.501930501930502
1997-10-28,0.5985663082437274
1997-10-29,0.6993957703927494
1997-10-30,0.6615919965202264
1997-10-31,0.5144583513163574
1997-11-03,0.031169665809768654
1997-11-04,0.03267136450992969
1997-11-05,-0.046518518518518515
1997-11-06,-0.14738219895287963
1997-11-07,0.03362781419207761
1997-11-10,0.14147709566843258
1997-11-11,0.12841191066997526
1997-11-12,0.1674953387197018
1997-11-13,0.12496162112373344
1997-11-14,-0.0719602977667495
1997-11-17,-0.137865137865138
1997-11-18,-0.13276525563496433
1997-11-19,-0.20335373968591963
1997-11-20,-0.25436681222707425
1997-11-21,-0.20825906120023763
1997-11-24,-0.05636478784040522
1997-11-25,-0.08240887480190173
1997-11-28,-0.08352823254259945
1997-12-01,-0.04795021961932644
1997-12-02,-0.037148217636022496
1997-12-03,-0.19731543624161074
1997-12-04,-0.17651122625215887
1997-12-05,-0.17426175720014592
1997-12-08,-0.10726643598615926
1997-12-09,-0.08963367108339826
1997-12-10,0.026337792642140423
1997-12-11,0.1589765100671141
1997-12-12,0.23267108167770445
1997-12-15,0.17872523686477182
1997-12-16,0.11772260273972601
1997-12-17,0.07250509164969432
1997-12-18,-0.015924719507781293
1997-12-19,0.045128939828080084
1997-12-22,0.04347826086956519
1997-12-23,0.1436231328992723
1997-12-24,0.14963919483478927
1997-12-26,0.0764987127620449
1997-12-29,-0.0819054146675805
1997-12-30,-0.14635854341736698
1997-12-31,-0.195914266577361
1998-01-02,-0.22629666336306564
1998-01-05,-0.16774854800136663
1998-01-06,-0.042179917879805906
1998-01-07,0.028301886792452935
1998-01-08,0.08329862557267798
1998-01-09,0.22502134927412465
1998-01-12,0.1502463054187193
1998-01-13,-0.019095869056897863
1998-01-14,-0.05265257279617075
1998-01-15,-0.09842368319876982
1998-01-16,-0.2453816660857443
1998-01-20,-0.2273376159885796
1998-01-21,-0.10488676996424318
1998-01-22,-0.024842105263157888
1998-01-23,-0.005543710021321924
1998-01-26,0.10715935334872984
1998-01-27,0.02863741339491921
1998-01-28,-0.02086107412339111
1998-01-29,-0.06519861830742668
1998-01-30,-0.07933104631217847
1998-02-02,-0.1088861076345432
1998-02-03,-0.07184553210597211
1998-02-04,-0.06844968268359009
1998-02-05,-0.016628175519630473
1998-02-06,-0.04471355379599429
1998-02-09,0.008895131086142483
1998-02-10,-0.0004837929366231508
1998-02-11,-0.008272506082725117
1998-02-12,-0.07327383748238603
1998-02-13,-0.03266699171136034
1998-02-17,-0.036658932714617176
1998-02-18,-0.048402710551790906
1998-02-19,-0.024533856722276703
1998-02-20,-0.03699949315762796
1998-02-23,-0.042842741935483986
1998-02-24,-0.06791907514450868
1998-02-25,-0.0528992878942014
1998-02-26,-0.06287726358148893
1998-02-27,-0.023684210526315752
1998-03-02,0.01053185887309116
1998-03-03,-0.01602067183462541
1998-03-04,0.05155746509129955
1998-03-05,0.1234567901234569
1998-03-06,0.031805929919137554
1998-03-09,0.05419489317352788
1998-03-10,0.02048319327731085
1998-03-11,-0.03524004085801824
1998-03-12,-0.12804586717630195
1998-03-13,-0.022466039707419005
1998-03-16,-0.08502224419179427
1998-03-17,-0.03962943901183735
1998-03-18,-0.0317628374801483
1998-03-19,-0.026849315068493085
1998-03-20,-0.001068947087119132
1998-03-23,0.0794165316045381
1998-03-24,0.09914255091103974
1998-03-25,0.23236741388737014
1998-03-26,0.28434684684684663
1998-03-27,0.2557517388978061
1998-03-30,0.23423423423423428
1998-03-31,0.18088737201365168
1998-04-01,0.03682342502218283
1998-04-02,-0.03638754932047339
1998-04-03,-0.07030251384746478
1998-04-06,-0.08880778588807792
1998-04-07,-0.023121387283236983
1998-04-08,-0.00855798031664523
1998-04-09,-0.021383075523202844
1998-04-13,0.04353803849679183
1998-04-14,-0.038273253226524195
1998-04-15,-0.11707523245984786
1998-04-16,-0.04790677600345283
1998-04-17,-0.034867503486750384
1998-04-20,-0.1045234958278436
1998-04-21,-0.07866728366496989
1998-04-22,-0.04882719004308278
1998-04-23,-0.06618313689936528
1998-04-24,0.058285163776493176
1998-04-27,0.2795487984306031
1998-04-28,0.21396283274736327
1998-04-29,0.14645193759436337
1998-04-30,0.028155339805825186
1998-05-01,-0.1197086936731907
1998-05-04,-0.2211575316213108
1998-05-05,-0.11212246586677699
1998-05-06,0.0004389815627743321
1998-05-07,0.10434372049102936
1998-05-08,0.06359875904860401
1998-05-11,0.03592519685039375
1998-05-12,-0.02236719478098792
1998-05-13,-0.10311540149188236
1998-05-14,-0.1603249251817016
1998-05-15,-0.006319883325230924
1998-05-18,0.030403800475059306
1998-05-19,-0.02812202097235461
1998-05-20,-0.02690802348336596
1998-05-21,-0.013238289205702691
1998-05-22,-0.07093933463796487
1998-05-26,0.017519594283079698
1998-05-27,0.10789602746444338
1998-05-28,0.04273504273504258
1998-05-29,0.10010319917440658
1998-06-01,0.20221169036334907
1998-06-02,-0.003171726325328472
1998-06-03,0.011509517485613241
1998-06-04,0.02314368370298947
1998-06-05,-0.07223264540337704
1998-06-08,-0.09855453350854138
1998-06-09,-0.06727272727272726
1998-06-10,-0.059956236323851275
1998-06-11,0.11074458058435455
1998-06-12,0.15166835187057637
1998-06-15,0.273080660835763
1998-06-16,0.20857699805068242
1998-06-17,0.0516759776536313
1998-06-18,-0.06279168434450577
1998-06-19,-0.05136084284460063
1998-06-22,-0.16259541984732817
1998-06-23,-0.18669354838709673
1998-06-24,-0.1137671536077911
1998-06-25,-0.08329560887279308
1998-06-26,-0.10411846367422495
1998-06-29,-0.10802187784867823
1998-06-30,-0.022806147744174554
1998-07-01,-0.10089910089910092
1998-07-02,-0.1274074074074073
1998-07-06,-0.037706611570247905
1998-07-07,-0.04854368932038833
1998-07-08,-0.09589041095890416
1998-07-09,0.008888888888888946
1998-07-10,0.014148273910582931
1998-07-13,-0.01986044015029509
1998-07-14,-0.03974221267454359
1998-07-15,0.003928170594837299
1998-07-16,-0.06552863436123357
1998-07-17,-0.09430803571428581
1998-07-20,-0.05038335158817098
1998-07-21,0.12416107382550345
1998-07-22,0.135830072666294
1998-07-23,0.3559222156747204
1998-07-24,0.41774491682070236
1998-07-27,0.333910034602076
1998-07-28,0.2562189054726367
1998-07-29,0.21998031496062986
1998-07-30,-0.01521077792264236
1998-07-31,0.07779226423294205
1998-08-03,0.12321660181582361
1998-08-04,0.23009900990099008
1998-08-05,0.20330778539733751
1998-08-06,0.24448367166813756
1998-08-07,0.08951612903225792
1998-08-10,0.10662047729022328
1998-08-11,0.027366387636831968
1998-08-12,-0.042909822326516855
1998-08-13,0.06099290780141842
1998-08-14,0.2860843819393042
1998-08-17,0.10817391304347823
1998-08-18,-0.10999686618614857
1998-08-19,0.004903677758318681
1998-08-20,0.002673796791443861
1998-08-21,-0.046330935251798544
1998-08-24,-0.0018832391713746732
1998-08-25,0.0679577464788732
1998-08-26,0.08539560822586267
1998-08-27,0.2849999999999999
1998-08-28,0.19493059746529884
1998-08-31,0.39245283018867916
1998-09-01,0.20276953511374862
1998-09-02,0.1804752729608221
1998-09-03,0.07470817120622586
1998-09-04,0.0936868686868686
1998-09-08,-0.14408310749774167
1998-09-09,0.08717105263157898
1998-09-10,0.23204570184983675
1998-09-11,0.05575669804489514
1998-09-14,-0.10944354652505195
1998-09-15,-0.034828496042216384
1998-09-16,-0.09379727685325268
1998-09-17,-0.13380437182601024
1998-09-18,-0.11682670324645628
1998-09-21,0.00025926886180971387
1998-09-22,0.0010934937124111865
1998-09-23,-0.09654980523094048
1998-09-24,-0.1164924802447107
1998-09-25,-0.1056173958063682
1998-09-28,-0.0961638154484189
1998-09-29,-0.014746040415073658
1998-09-30,0.26116415152448424
1998-10-01,0.254472013848817
1998-10-02,0.17134587554269176
1998-10-05,0.22770289647261266
1998-10-06,0.14190687361419085
1998-10-07,0.0625152625152623
1998-10-08,0.051977920883164774
1998-10-09,0.03236965653570545
1998-10-12,-0.06400373744452237
1998-10-13,-0.023543689320388528
1998-10-14,-0.10457366122730405
1998-10-15,-0.27109750765194573
1998-10-16,-0.16658688367640018
1998-10-19,-0.1731969054155228
1998-10-20,-0.17698235147899577
1998-10-21,-0.14758726899383978
1998-10-22,-0.054289142171565774
1998-10-23,-0.07323377369327966
1998-10-26,-0.02263809236341685
1998-10-27,-0.0048323769254000615
1998-10-28,-0.023788015657934314
1998-10-29,-0.06438312718046313
1998-10-30,-0.13077161450263408
1998-11-02,-0.1581222977146387
1998-11-03,-0.1575113808801214
1998-11-04,-0.15576804441702652
1998-11-05,-0.11830508474576262
1998-11-06,-0.08377896613190738
1998-11-09,0.030447542186353482
1998-11-10,0.014769452449567622
1998-11-11,0.040189989039093765
1998-11-12,0.12572087658592856
1998-11-13,0.12957198443579765
1998-11-16,0.028835884656461364
1998-11-17,-0.007809726659567029
1998-11-18,-0.047067088162978554
1998-11-19,-0.12909836065573776
1998-11-20,-0.22597313124354124
1998-11-23,-0.24429065743944633
1998-11-24,-0.1670840787119856
1998-11-25,-0.18356063398451905
1998-11-27,-0.1337254901960785
1998-11-30,0.15754339118825111
1998-12-01,0.14331501831501825
1998-12-02,0.09235395189003426
1998-12-03,0.2957110609480813
1998-12-04,0.14576731552738798
1998-12-07,-0.04267589388696669
1998-12-08,0.024429315178213784
1998-12-09,0.009044435705859222
1998-12-10,-0.06585365853658542
1998-12-11,0.09521928091663368
1998-12-14,0.2574297188755019
1998-12-15,0.15011727912431594
1998-12-16,0.16757599376461418
1998-12-17,0.042894442372249264
1998-12-18,-0.0966810966810967
1998-12-21,-0.23794314915362502
1998-12-22,-0.2256968048946295
1998-12-23,-0.32543391188251003
1998-12-24,-0.23175965665236054
1998-12-28,-0.06150159744408945
1998-12-29,-0.07041072925398151
1998-12-30,0.024582967515364373
1998-12-31,0.20831271647699157
1999-01-04,0.21834264432029804
1999-01-05,0.040851063829787204
1999-01-06,0.05229936880072139
1999-01-07,0.04413024850042846
1999-01-08,-0.04668304668304668
1999-01-11,-0.027130301872372975
1999-01-12,0.14881439084219128
1999-01-13,0.2900599828620394
1999-01-14,0.353303241690603
1999-01-15,0.25601374570446733
1999-01-19,0.1484681853888452
1999-01-20,0.017793594306049876
1999-01-21,0.02690136167386248
1999-01-22,-0.03123104912067909
1999-01-25,0.06463748290013682
1999-01-26,-0.0003419972640218427
1999-01-27,0.03951048951048941
1999-01-28,-0.09087968952134551
1999-01-29,-0.17840375586854462
1999-02-01,-0.11114680372630892
1999-02-02,-0.03660622647964418
1999-02-03,-0.06222670702993616
1999-02-04,0.048737104233368855
1999-02-05,0.13028571428571434
1999-02-08,0.09396458258041185
1999-02-09,0.11363636363636354
1999-02-10,0.09218077474892405
1999-02-11,-0.06987788331071909
1999-02-12,0.0030333670374114163
1999-02-16,-0.020482325735051266
1999-02-17,-0.02264030612244905
1999-02-18,0.0
1999-02-19,0.06856309263311444
1999-02-22,-0.13071236559139787
1999-02-23,-0.10657672849915689
1999-02-24,-0.11223491027732457
1999-02-25,-0.08013136288998346
1999-02-26,-0.04846416382252561
1999-03-01,0.09663703131039814
1999-03-02,0.10305775764439407
1999-03-03,0.06725468577728777
1999-03-04,-0.0478400571224562
1999-03-05,-0.13629842180774754
1999-03-08,-0.13500176242509698
1999-03-09,-0.14373716632443534
1999-03-10,-0.1463498622589532
1999-03-11,-0.08623922009748786
1999-03-12,0.031561461794020085
1999-03-15,0.028524857375713086
1999-03-16,0.005195843325339622
1999-03-17,0.03146430012101664
1999-03-18,-0.009848173984407183
1999-03-19,-0.020933977455716568
1999-03-22,-0.009508716323296307
1999-03-23,0.08429423459244534
1999-03-24,0.04028157997653503
1999-03-25,0.008288437629506706
1999-03-26,-0.011513157894736836
1999-03-29,-0.05840000000000001
1999-03-30,-0.1664833149981665
1999-03-31,-0.1255639097744361
1999-04-01,-0.09330045211672833
1999-04-05,-0.07695507487520792
1999-04-06,-0.03780798640611727
1999-04-07,0.003519577650681782
1999-04-08,-0.02880481513327604
1999-04-09,-0.013145965548504002
1999-04-12,-0.01171698963497081
1999-04-13,0.0035320088300221375
1999-04-14,0.09338009644892598
1999-04-15,0.05931828242585224
1999-04-16,0.09784106568672479
1999-04-19,0.20474236206110352
1999-04-20,0.10074791025076979
1999-04-21,-0.06535685645549327
1999-04-22,-0.05474300041788549
1999-04-23,-0.047698744769874346
1999-04-26,-0.1093868281604845
1999-04-27,-0.06634692246203033
1999-04-28,0.046761046761046865
1999-04-29,0.10786914235190093
1999-04-30,0.1014938488576449
1999-05-03,0.02634934126646815
1999-05-04,0.09674657534246589
1999-05-05,0.03237704918032791
1999-05-06,0.09497206703910632
1999-05-07,0.011567610690067731
1999-05-10,0.10227743271221534
1999-05-11,0.0
1999-05-12,0.03731639539499798
1999-05-13,-0.08819241982507298
1999-05-14,0.059148264984227206
