Date,M1_Price,M2_Price,M1_Expiration,M2_Expiration,M1_DTE,M2_DTE,VIX_Close,Term_Structure_Ratio_1_0,Term_Structure_Slope_2_1
2006-02-08,12.47,13.05,2006-02-15,2006-03-22,7,42,12.83,0.9719407638347624,0.5800000000000001
2006-02-09,12.41,12.89,2006-02-15,2006-03-22,6,41,13.12,0.9458841463414634,0.4800000000000004
2006-02-10,12.370000000000001,12.85,2006-02-15,2006-03-22,5,40,12.87,0.9611499611499613,0.47999999999999865
2006-02-13,12.65,13.069999999999999,2006-02-15,2006-03-22,2,37,13.35,0.9475655430711611,0.41999999999999815
2006-02-14,11.95,12.930000000000001,2006-02-15,2006-03-22,1,36,12.25,0.9755102040816326,0.9800000000000022
2006-02-15,12.99,14.6,2006-03-22,2006-05-17,35,91,12.31,1.0552396425670187,1.6099999999999994
2006-02-16,12.74,14.36,2006-03-22,2006-05-17,34,90,11.48,1.1097560975609755,1.6199999999999992
2006-02-21,12.440000000000001,13.669999999999998,2006-03-22,2006-04-19,29,57,12.41,1.0024174053182917,1.2299999999999969
2006-02-22,12.190000000000001,12.99,2006-03-22,2006-04-19,28,56,11.88,1.0260942760942762,0.7999999999999989
2006-02-23,12.2,12.940000000000001,2006-03-22,2006-04-19,27,55,11.87,1.0278011794439763,0.740000000000002
2006-02-24,12.1,12.76,2006-03-22,2006-04-19,26,54,11.46,1.0558464223385688,0.6600000000000001
2006-02-27,11.959999999999999,12.709999999999999,2006-03-22,2006-04-19,23,51,11.59,1.0319240724762726,0.75
2006-02-28,12.190000000000001,12.8,2006-03-22,2006-04-19,22,50,12.34,0.9878444084278769,0.6099999999999994
2006-03-01,12.05,12.75,2006-03-22,2006-04-19,21,49,11.54,1.0441941074523398,0.6999999999999993
2006-03-02,12.07,12.78,2006-03-22,2006-04-19,20,48,11.72,1.0298634812286689,0.7099999999999991
2006-03-03,12.11,12.76,2006-03-22,2006-04-19,19,47,11.96,1.0125418060200668,0.6500000000000004
2006-03-06,12.34,12.85,2006-03-22,2006-04-19,16,44,12.74,0.9686028257456829,0.5099999999999998
2006-03-07,12.440000000000001,12.940000000000001,2006-03-22,2006-04-19,15,43,12.66,0.9826224328593998,0.5
2006-03-08,12.25,12.85,2006-03-22,2006-04-19,14,42,12.32,0.9943181818181818,0.5999999999999996
2006-03-09,12.379999999999999,12.9,2006-03-22,2006-04-19,13,41,12.68,0.9763406940063091,0.5200000000000014
2006-03-10,12.209999999999999,12.809999999999999,2006-03-22,2006-04-19,12,40,11.85,1.030379746835443,0.5999999999999996
2006-03-13,11.879999999999999,12.77,2006-03-22,2006-04-19,9,37,11.37,1.0448548812664908,0.8900000000000006
2006-03-14,11.51,12.66,2006-03-22,2006-04-19,8,36,10.74,1.0716945996275604,1.1500000000000004
2006-03-15,11.48,12.66,2006-03-22,2006-04-19,7,35,11.35,1.0114537444933922,1.1799999999999997
2006-03-16,11.45,12.45,2006-03-22,2006-04-19,6,34,11.98,0.9557595993322203,1.0
2006-03-17,11.66,12.47,2006-03-22,2006-04-19,5,33,12.12,0.9620462046204621,0.8100000000000005
2006-03-20,11.5,12.559999999999999,2006-03-22,2006-04-19,2,30,11.79,0.9754028837998304,1.0599999999999987
2006-03-21,11.53,12.620000000000001,2006-03-22,2006-04-19,1,29,11.62,0.9922547332185887,1.0900000000000016
2006-03-22,12.43,13.05,2006-04-19,2006-05-17,28,56,11.21,1.1088314005352362,0.620000000000001
2006-03-23,12.45,13.030000000000001,2006-04-19,2006-05-17,27,55,11.17,1.1145926589077886,0.5800000000000018
2006-03-24,12.36,13.02,2006-04-19,2006-05-17,26,54,11.19,1.1045576407506703,0.6600000000000001
2006-03-27,12.379999999999999,12.98,2006-04-19,2006-05-17,23,51,11.46,1.0802792321116927,0.6000000000000014
2006-03-28,12.35,13.0,2006-04-19,2006-05-17,22,50,11.58,1.0664939550949912,0.6500000000000004
2006-03-29,12.059999999999999,12.830000000000002,2006-04-19,2006-05-17,21,49,10.95,1.1013698630136985,0.7700000000000031
2006-03-30,12.0,12.75,2006-04-19,2006-05-17,20,48,11.57,1.0371650821089022,0.75
2006-03-31,12.120000000000001,12.809999999999999,2006-04-19,2006-05-17,19,47,11.39,1.0640913081650571,0.6899999999999977
2006-04-03,12.09,12.76,2006-04-19,2006-05-17,16,44,11.57,1.044943820224719,0.6699999999999999
2006-04-04,12.0,12.72,2006-04-19,2006-05-17,15,43,11.14,1.0771992818671454,0.7200000000000006
2006-04-05,11.9,12.559999999999999,2006-04-19,2006-05-17,14,42,11.13,1.069182389937107,0.6599999999999984
2006-04-06,11.92,12.379999999999999,2006-04-19,2006-05-17,13,41,11.45,1.041048034934498,0.4599999999999991
2006-04-07,12.07,12.64,2006-04-19,2006-05-17,12,40,12.26,0.9845024469820555,0.5700000000000003
2006-04-10,12.3,12.72,2006-04-19,2006-05-17,9,37,12.19,1.0090237899917966,0.41999999999999993
2006-04-11,12.61,12.87,2006-04-19,2006-05-17,8,36,13.0,0.97,0.2599999999999998
2006-04-12,12.629999999999999,12.98,2006-04-19,2006-05-17,7,35,12.76,0.9898119122257053,0.3500000000000014
2006-04-13,12.57,12.95,2006-04-19,2006-05-17,6,34,12.38,1.0153473344103392,0.379999999999999
2006-04-17,12.61,12.99,2006-04-19,2006-05-17,2,30,12.58,1.0023847376788553,0.3800000000000008
2006-04-18,11.48,12.620000000000001,2006-04-19,2006-05-17,1,29,11.4,1.0070175438596491,1.1400000000000006
2006-04-19,12.61,13.719999999999999,2006-05-17,2006-08-16,28,119,11.32,1.1139575971731448,1.1099999999999994
2006-04-20,12.440000000000001,13.65,2006-05-17,2006-08-16,27,118,11.64,1.0687285223367697,1.209999999999999
2006-04-24,12.59,12.91,2006-05-17,2006-06-21,23,58,11.75,1.0714893617021277,0.3200000000000003
2006-04-25,12.59,12.790000000000001,2006-05-17,2006-06-21,22,57,11.75,1.0714893617021277,0.20000000000000107
2006-04-26,12.42,12.66,2006-05-17,2006-06-21,21,56,11.76,1.056122448979592,0.2400000000000002
2006-04-27,12.35,12.559999999999999,2006-05-17,2006-06-21,20,55,11.84,1.0430743243243243,0.20999999999999908
2006-04-28,12.23,12.55,2006-05-17,2006-06-21,19,54,11.59,1.0552200172562554,0.3200000000000003
2006-05-01,12.53,12.65,2006-05-17,2006-06-21,16,51,12.54,0.9992025518341308,0.120000000000001
2006-05-02,12.309999999999999,12.52,2006-05-17,2006-06-21,15,50,11.99,1.0266889074228522,0.21000000000000085
2006-05-03,12.41,12.67,2006-05-17,2006-06-21,14,49,11.99,1.0350291909924938,0.2599999999999998
2006-05-04,12.26,12.7,2006-05-17,2006-06-21,13,48,11.86,1.033726812816189,0.4399999999999995
2006-05-05,12.1,12.55,2006-05-17,2006-06-21,12,47,11.62,1.0413080895008606,0.45000000000000107
2006-05-08,12.08,12.6,2006-05-17,2006-06-21,9,44,12.0,1.0066666666666666,0.5199999999999996
2006-05-09,11.959999999999999,12.53,2006-05-17,2006-06-21,8,43,11.99,0.9974979149291074,0.5700000000000003
2006-05-10,11.98,12.459999999999999,2006-05-17,2006-06-21,7,42,11.78,1.0169779286926997,0.47999999999999865
2006-05-11,12.36,12.78,2006-05-17,2006-06-21,6,41,12.49,0.9895916733386709,0.41999999999999993
2006-05-12,13.12,13.35,2006-05-17,2006-06-21,5,40,14.19,0.9245947850599013,0.23000000000000043
2006-05-15,13.169999999999998,13.27,2006-05-17,2006-06-21,2,37,13.57,0.9705232129697862,0.10000000000000142
2006-05-16,12.98,13.11,2006-05-17,2006-06-21,1,36,13.35,0.9722846441947566,0.129999999999999
2006-05-17,14.419999999999998,14.34,2006-06-21,2006-08-16,35,91,16.26,0.8868388683886836,-0.0799999999999983
2006-05-18,14.63,14.459999999999999,2006-06-21,2006-08-16,34,90,16.99,0.8610947616244851,-0.1700000000000017
2006-05-22,15.84,15.12,2006-06-21,2006-07-19,30,58,17.72,0.8939051918735892,-0.7200000000000006
2006-05-23,15.709999999999999,14.91,2006-06-21,2006-07-19,29,57,18.26,0.8603504928806133,-0.7999999999999989
2006-05-24,16.19,15.24,2006-06-21,2006-07-19,28,56,17.36,0.9326036866359448,-0.9500000000000011
2006-05-25,15.4,15.05,2006-06-21,2006-07-19,27,55,15.5,0.9935483870967742,-0.34999999999999964
2006-05-26,14.9,14.819999999999999,2006-06-21,2006-07-19,26,54,14.26,1.0448807854137447,-0.08000000000000185
2006-05-30,16.34,16.04,2006-06-21,2006-07-19,22,50,18.66,0.8756698821007503,-0.3000000000000007
2006-05-31,15.9,15.88,2006-06-21,2006-07-19,21,49,16.44,0.9671532846715328,-0.019999999999999574
2006-06-01,15.13,15.35,2006-06-21,2006-07-19,20,48,14.52,1.0420110192837466,0.21999999999999886
2006-06-02,14.73,14.98,2006-06-21,2006-07-19,19,47,14.32,1.0286312849162011,0.25
2006-06-05,15.87,15.59,2006-06-21,2006-07-19,16,44,16.65,0.9531531531531532,-0.27999999999999936
2006-06-06,16.32,15.88,2006-06-21,2006-07-19,15,43,17.34,0.9411764705882353,-0.4399999999999995
2006-06-07,16.669999999999998,16.35,2006-06-21,2006-07-19,14,42,17.8,0.9365168539325841,-0.31999999999999673
2006-06-08,17.130000000000003,16.91,2006-06-21,2006-07-19,13,41,18.35,0.9335149863760218,-0.22000000000000242
2006-06-09,17.43,17.02,2006-06-21,2006-07-19,12,40,18.12,0.9619205298013245,-0.41000000000000014
2006-06-12,18.21,17.57,2006-06-21,2006-07-19,9,37,20.96,0.8687977099236641,-0.6400000000000006
2006-06-13,20.78,18.69,2006-06-21,2006-07-19,8,36,23.81,0.8727425451490971,-2.09
2006-06-14,21.619999999999997,18.94,2006-06-21,2006-07-19,7,35,21.46,1.0074557315936625,-2.679999999999996
2006-06-15,16.1,16.240000000000002,2006-06-21,2006-07-19,6,34,15.9,1.0125786163522013,0.14000000000000057
2006-06-16,16.65,16.73,2006-06-21,2006-07-19,5,33,17.25,0.9652173913043477,0.08000000000000185
2006-06-19,16.990000000000002,16.880000000000003,2006-06-21,2006-07-19,2,30,17.83,0.9528883903533373,-0.10999999999999943
2006-06-20,16.94,16.619999999999997,2006-06-21,2006-07-19,1,29,16.69,1.0149790293588976,-0.32000000000000384
2006-06-21,15.669999999999998,15.99,2006-07-19,2006-08-16,28,56,15.52,1.0096649484536082,0.32000000000000206
2006-06-22,15.76,15.98,2006-07-19,2006-08-16,27,55,15.88,0.9924433249370277,0.22000000000000064
2006-06-23,15.690000000000001,15.75,2006-07-19,2006-08-16,26,54,15.89,0.9874134675896791,0.05999999999999872
2006-06-26,15.559999999999999,15.59,2006-07-19,2006-08-16,23,51,15.62,0.996158770806658,0.030000000000001137
2006-06-27,15.930000000000001,16.04,2006-07-19,2006-08-16,22,50,16.4,0.9713414634146343,0.10999999999999766
2006-06-28,15.959999999999999,15.99,2006-07-19,2006-08-16,21,49,15.79,1.0107663077897404,0.030000000000001137
2006-06-29,14.34,15.209999999999999,2006-07-19,2006-08-16,20,48,13.03,1.1005372217958558,0.8699999999999992
2006-06-30,14.02,14.87,2006-07-19,2006-08-16,19,47,13.08,1.0718654434250765,0.8499999999999996
2006-07-03,13.719999999999999,14.63,2006-07-19,2006-08-16,16,44,13.05,1.0513409961685822,0.9100000000000019
2006-07-05,14.4,15.02,2006-07-19,2006-08-16,14,42,14.15,1.017667844522968,0.6199999999999992
2006-07-06,14.16,15.24,2006-07-19,2006-08-16,13,41,13.65,1.0373626373626375,1.08
2006-07-07,14.36,15.39,2006-07-19,2006-08-16,12,40,13.97,1.0279169649248387,1.0300000000000011
2006-07-10,14.319999999999999,15.430000000000001,2006-07-19,2006-08-16,9,37,14.02,1.021398002853067,1.110000000000003
2006-07-11,13.9,15.219999999999999,2006-07-19,2006-08-16,8,36,13.14,1.0578386605783865,1.3199999999999985
2006-07-12,14.440000000000001,15.580000000000002,2006-07-19,2006-08-16,7,35,14.49,0.9965493443754314,1.1400000000000006
2006-07-13,16.36,16.69,2006-07-19,2006-08-16,6,34,17.79,0.9196177627880832,0.33000000000000185
2006-07-14,17.27,17.130000000000003,2006-07-19,2006-08-16,5,33,18.05,0.956786703601108,-0.13999999999999702
2006-07-17,17.35,16.96,2006-07-19,2006-08-16,2,30,18.64,0.930793991416309,-0.39000000000000057
2006-07-18,17.86,16.7,2006-07-19,2006-08-16,1,29,17.74,1.0067643742953778,-1.1600000000000001
2006-07-19,15.809999999999999,15.719999999999999,2006-08-16,2006-11-15,28,119,15.55,1.0167202572347265,-0.08999999999999986
2006-07-20,16.330000000000002,16.080000000000002,2006-08-16,2006-11-15,27,118,16.21,1.0074028377544726,-0.25
2006-07-21,16.71,16.34,2006-08-16,2006-11-15,26,117,17.4,0.960344827586207,-0.370000000000001
2006-07-24,15.41,15.8,2006-08-16,2006-09-20,23,58,14.98,1.028704939919893,0.39000000000000057
2006-07-25,14.99,15.34,2006-08-16,2006-09-20,22,57,14.85,1.0094276094276096,0.34999999999999964
2006-07-26,14.87,15.280000000000001,2006-08-16,2006-09-20,21,56,14.62,1.0170998632010944,0.4100000000000019
2006-07-27,15.13,15.52,2006-08-16,2006-09-20,20,55,14.94,1.0127175368139225,0.3899999999999988
2006-07-28,14.61,15.16,2006-08-16,2006-09-20,19,54,14.33,1.019539427773901,0.5500000000000007
2006-07-31,14.709999999999999,15.36,2006-08-16,2006-09-20,16,51,14.95,0.9839464882943144,0.6500000000000004
2006-08-01,15.059999999999999,15.74,2006-08-16,2006-09-20,15,50,15.05,1.0006644518272423,0.6800000000000015
2006-08-02,14.73,15.459999999999999,2006-08-16,2006-09-20,14,49,14.34,1.0271966527196652,0.7299999999999986
2006-08-03,14.6,15.309999999999999,2006-08-16,2006-09-20,13,48,14.46,1.0096818810511756,0.7099999999999991
2006-08-04,14.84,15.52,2006-08-16,2006-09-20,12,47,14.34,1.0348675034867503,0.6799999999999997
2006-08-07,15.030000000000001,15.61,2006-08-16,2006-09-20,9,44,15.23,0.9868680236375575,0.5799999999999983
2006-08-08,14.98,15.559999999999999,2006-08-16,2006-09-20,8,43,15.23,0.9835850295469468,0.5799999999999983
2006-08-09,14.959999999999999,15.35,2006-08-16,2006-09-20,7,42,15.2,0.9842105263157894,0.39000000000000057
2006-08-10,14.77,15.52,2006-08-16,2006-09-20,6,41,14.46,1.0214384508990317,0.75
2006-08-11,14.73,15.61,2006-08-16,2006-09-20,5,40,14.3,1.03006993006993,0.879999999999999
2006-08-14,13.95,15.040000000000001,2006-08-16,2006-09-20,2,37,14.26,0.9782608695652174,1.0900000000000016
2006-08-15,13.23,14.930000000000001,2006-08-16,2006-09-20,1,36,13.42,0.9858420268256334,1.700000000000001
2006-08-16,14.190000000000001,15.61,2006-09-20,2006-11-15,35,91,12.41,1.1434327155519743,1.4199999999999982
2006-08-17,14.080000000000002,15.7,2006-09-20,2006-11-15,34,90,12.24,1.150326797385621,1.6199999999999974
2006-08-21,13.690000000000001,15.459999999999999,2006-09-20,2006-10-18,30,58,12.22,1.1202945990180033,1.7699999999999978
2006-08-22,13.6,15.169999999999998,2006-09-20,2006-10-18,29,57,12.19,1.1156685808039377,1.5699999999999985
2006-08-23,13.930000000000001,15.180000000000001,2006-09-20,2006-10-18,28,56,12.4,1.1233870967741937,1.25
2006-08-24,13.86,14.830000000000002,2006-09-20,2006-10-18,27,55,12.4,1.117741935483871,0.9700000000000024
2006-08-25,13.540000000000001,14.61,2006-09-20,2006-10-18,26,54,12.31,1.0999187652315192,1.0699999999999985
2006-08-28,13.309999999999999,14.469999999999999,2006-09-20,2006-10-18,23,51,12.18,1.092775041050903,1.1600000000000001
2006-08-29,13.559999999999999,14.49,2006-09-20,2006-10-18,22,50,12.28,1.1042345276872965,0.9300000000000015
2006-08-30,13.459999999999999,14.41,2006-09-20,2006-10-18,21,49,12.22,1.1014729950900162,0.9500000000000011
2006-08-31,13.23,14.219999999999999,2006-09-20,2006-10-18,20,48,12.31,1.074735987002437,0.9899999999999984
2006-09-01,12.95,13.940000000000001,2006-09-20,2006-10-18,19,47,11.96,1.0827759197324414,0.990000000000002
2006-09-05,12.99,14.059999999999999,2006-09-20,2006-10-18,15,43,12.63,1.028503562945368,1.0699999999999985
2006-09-06,13.690000000000001,14.530000000000001,2006-09-20,2006-10-18,14,42,13.74,0.9963609898107716,0.8399999999999999
2006-09-07,13.830000000000002,14.7,2006-09-20,2006-10-18,13,41,13.88,0.9963976945244958,0.8699999999999974
2006-09-08,13.680000000000001,14.63,2006-09-20,2006-10-18,12,40,13.16,1.0395136778115504,0.9499999999999993
2006-09-11,13.6,14.74,2006-09-20,2006-10-18,9,37,12.99,1.0469591993841416,1.1400000000000006
2006-09-12,12.57,14.069999999999999,2006-09-20,2006-10-18,8,36,11.92,1.054530201342282,1.4999999999999982
2006-09-13,12.22,13.86,2006-09-20,2006-10-18,7,35,11.18,1.0930232558139537,1.6399999999999988
2006-09-14,12.3,14.080000000000002,2006-09-20,2006-10-18,6,34,11.55,1.0649350649350648,1.7800000000000011
2006-09-15,12.09,14.05,2006-09-20,2006-10-18,5,33,11.76,1.028061224489796,1.9600000000000009
2006-09-18,11.879999999999999,13.919999999999998,2006-09-20,2006-10-18,2,30,11.78,1.0084889643463497,2.039999999999999
2006-09-19,11.82,13.86,2006-09-20,2006-10-18,1,29,11.98,0.9866444073455759,2.039999999999999
2006-09-20,13.59,14.66,2006-10-18,2006-11-15,28,56,11.39,1.1931518876207199,1.0700000000000003
2006-09-21,13.959999999999999,14.99,2006-10-18,2006-11-15,27,55,12.25,1.1395918367346938,1.0300000000000011
2006-09-22,13.99,15.15,2006-10-18,2006-11-15,26,54,12.59,1.1111993645750595,1.1600000000000001
2006-09-25,13.5,14.809999999999999,2006-10-18,2006-11-15,23,51,12.12,1.113861386138614,1.3099999999999987
2006-09-26,13.219999999999999,14.49,2006-10-18,2006-11-15,22,50,11.53,1.1465741543798786,1.2700000000000014
2006-09-27,13.209999999999999,14.690000000000001,2006-10-18,2006-11-15,21,49,11.58,1.1407599309153713,1.4800000000000022
2006-09-28,13.180000000000001,14.63,2006-10-18,2006-11-15,20,48,11.72,1.1245733788395904,1.4499999999999993
2006-09-29,13.1,14.63,2006-10-18,2006-11-15,19,47,11.98,1.0934891485809681,1.5300000000000011
2006-10-02,13.37,14.830000000000002,2006-10-18,2006-11-15,16,44,12.57,1.0636435958631663,1.4600000000000026
2006-10-03,13.49,14.7,2006-10-18,2006-11-15,15,43,12.24,1.102124183006536,1.209999999999999
2006-10-04,12.72,14.05,2006-10-18,2006-11-15,14,42,11.86,1.0725126475548061,1.33
2006-10-05,12.58,13.95,2006-10-18,2006-11-15,13,41,11.98,1.0500834724540902,1.3699999999999992
2006-10-06,12.48,13.98,2006-10-18,2006-11-15,12,40,11.56,1.079584775086505,1.5
2006-10-09,12.23,13.73,2006-10-18,2006-11-15,9,37,11.68,1.0470890410958904,1.5
2006-10-10,11.72,13.440000000000001,2006-10-18,2006-11-15,8,36,11.52,1.0173611111111112,1.7200000000000006
2006-10-11,11.620000000000001,13.24,2006-10-18,2006-11-15,7,35,11.62,1.0000000000000002,1.6199999999999992
2006-10-12,11.36,12.95,2006-10-18,2006-11-15,6,34,11.09,1.024346257889991,1.5899999999999999
2006-10-13,11.18,12.78,2006-10-18,2006-11-15,5,33,10.75,1.04,1.5999999999999996
2006-10-16,10.620000000000001,12.51,2006-10-18,2006-11-15,2,30,11.09,0.9576194770063121,1.8899999999999988
2006-10-17,11.23,12.65,2006-10-18,2006-11-15,1,29,11.73,0.9573742540494459,1.42
2006-10-18,12.59,13.59,2006-11-15,2006-12-20,28,63,11.34,1.1102292768959436,1.0
2006-10-19,12.52,13.48,2006-11-15,2006-12-20,27,62,10.9,1.1486238532110091,0.9600000000000009
2006-10-20,12.28,13.290000000000001,2006-11-15,2006-12-20,26,61,10.63,1.1552210724365004,1.0100000000000016
2006-10-23,11.95,13.16,2006-11-15,2006-12-20,23,58,11.08,1.0785198555956679,1.2100000000000009
2006-10-24,11.78,12.830000000000002,2006-11-15,2006-12-20,22,57,10.78,1.0927643784786643,1.0500000000000025
2006-10-25,11.49,12.52,2006-11-15,2006-12-20,21,56,10.66,1.077861163227017,1.0299999999999994
2006-10-26,11.25,12.209999999999999,2006-11-15,2006-12-20,20,55,10.56,1.065340909090909,0.9599999999999991
2006-10-27,11.309999999999999,12.26,2006-11-15,2006-12-20,19,54,10.8,1.047222222222222,0.9500000000000011
2006-10-30,11.35,12.3,2006-11-15,2006-12-20,16,51,11.2,1.0133928571428572,0.9500000000000011
2006-10-31,11.309999999999999,12.16,2006-11-15,2006-12-20,15,50,11.1,1.0189189189189187,0.8500000000000014
2006-11-01,11.55,12.43,2006-11-15,2006-12-20,14,49,11.51,1.003475238922676,0.879999999999999
2006-11-02,11.65,12.49,2006-11-15,2006-12-20,13,48,11.42,1.020140105078809,0.8399999999999999
2006-11-03,11.5,12.45,2006-11-15,2006-12-20,12,47,11.16,1.0304659498207884,0.9499999999999993
2006-11-06,11.120000000000001,12.02,2006-11-15,2006-12-20,9,44,11.16,0.9964157706093191,0.8999999999999986
2006-11-07,11.18,12.05,2006-11-15,2006-12-20,8,43,11.09,1.0081154192966637,0.870000000000001
2006-11-08,10.92,11.85,2006-11-15,2006-12-20,7,42,10.75,1.0158139534883721,0.9299999999999997
2006-11-09,10.99,11.870000000000001,2006-11-15,2006-12-20,6,41,11.01,0.9981834695731154,0.8800000000000008
2006-11-10,10.99,11.98,2006-11-15,2006-12-20,5,40,10.79,1.0185356811862838,0.9900000000000002
2006-11-13,10.59,11.97,2006-11-15,2006-12-20,2,37,10.86,0.9751381215469613,1.3800000000000008
2006-11-14,10.25,11.72,2006-11-15,2006-12-20,1,36,10.5,0.9761904761904762,1.4700000000000006
2006-11-15,11.620000000000001,12.35,2006-12-20,2007-01-17,35,63,10.31,1.1270611057225994,0.7299999999999986
2006-11-16,11.58,12.290000000000001,2006-12-20,2007-01-17,34,62,10.16,1.139763779527559,0.7100000000000009
2006-11-17,11.67,12.32,2006-12-20,2007-01-17,33,61,10.05,1.1611940298507462,0.6500000000000004
2006-11-20,11.43,12.36,2006-12-20,2007-01-17,30,58,9.97,1.1464393179538614,0.9299999999999997
2006-11-21,11.5,12.48,2006-12-20,2007-01-17,29,57,9.9,1.1616161616161615,0.9800000000000004
2006-11-22,11.61,12.59,2006-12-20,2007-01-17,28,56,10.14,1.1449704142011834,0.9800000000000004
2006-11-24,11.709999999999999,12.84,2006-12-20,2007-01-17,26,54,10.73,1.091332712022367,1.1300000000000008
2006-11-27,12.459999999999999,13.39,2006-12-20,2007-01-17,23,51,12.3,1.0130081300813008,0.9300000000000015
2006-11-28,12.0,12.959999999999999,2006-12-20,2007-01-17,22,50,11.62,1.0327022375215147,0.9599999999999991
2006-11-29,11.459999999999999,12.58,2006-12-20,2007-01-17,21,49,10.83,1.0581717451523545,1.120000000000001
2006-11-30,11.370000000000001,12.52,2006-12-20,2007-01-17,20,48,10.91,1.0421631530705775,1.1499999999999986
2006-12-01,11.65,12.74,2006-12-20,2007-01-17,19,47,11.66,0.9991423670668954,1.0899999999999999
2006-12-04,11.49,12.5,2006-12-20,2007-01-17,16,44,11.23,1.0231522707034728,1.0099999999999998
2006-12-05,11.52,12.55,2006-12-20,2007-01-17,15,43,11.27,1.0221827861579413,1.0300000000000011
2006-12-06,11.55,12.690000000000001,2006-12-20,2007-01-17,14,42,11.33,1.0194174757281553,1.1400000000000006
2006-12-07,12.0,12.77,2006-12-20,2007-01-17,13,41,12.67,0.9471191791633781,0.7699999999999996
2006-12-08,11.98,12.809999999999999,2006-12-20,2007-01-17,12,40,12.07,0.9925434962717481,0.8299999999999983
2006-12-11,11.43,12.6,2006-12-20,2007-01-17,9,37,10.71,1.0672268907563025,1.17
2006-12-12,11.18,12.51,2006-12-20,2007-01-17,8,36,10.65,1.0497652582159624,1.33
2006-12-13,10.540000000000001,12.43,2006-12-20,2007-01-17,7,35,10.18,1.0353634577603144,1.8899999999999988
2006-12-14,10.370000000000001,12.53,2006-12-20,2007-01-17,6,34,9.97,1.0401203610832497,2.1599999999999984
2006-12-15,10.440000000000001,12.709999999999999,2006-12-20,2007-01-17,5,33,10.05,1.0388059701492538,2.269999999999998
2006-12-18,10.559999999999999,12.74,2006-12-20,2007-01-17,2,30,10.6,0.9962264150943395,2.1800000000000015
2006-12-19,10.57,12.39,2006-12-20,2007-01-17,1,29,10.3,1.0262135922330096,1.8200000000000003
2006-12-20,12.35,13.39,2007-01-17,2007-02-14,28,56,10.26,1.2037037037037037,1.040000000000001
2006-12-21,12.440000000000001,13.5,2007-01-17,2007-02-14,27,55,10.53,1.1813865147198483,1.0599999999999987
2006-12-22,12.620000000000001,13.680000000000001,2007-01-17,2007-02-14,26,54,11.36,1.1109154929577467,1.0600000000000005
2006-12-26,12.27,13.4,2007-01-17,2007-02-14,22,50,11.26,1.0896980461811723,1.1300000000000008
